A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
386,-1.6,-1.0,-0.3,-0.2,2.0,-0.6,2.1,bad
387,-0.6,0.3,-1.5,1.2,1.6,1.5,-1.2,bad
388,1.5,-0.5,-2.5,2.7,-1.7,0.1,-0.8,good
389,-1.7,-1.8,1.9,0.6,-0.0,-1.5,3.8,bad
390,-0.2,-2.5,-2.2,-0.6,3.6,1.8,0.2,bad
391,-2.7,-1.0,-2.1,1.5,-1.5,0.3,-2.6,bad
392,0.5,-0.3,2.3,-0.1,-0.0,-2.2,2.1,good
393,-4.6,2.1,-3.3,-1.1,2.9,4.1,-0.6,bad
394,-2.3,-1.9,1.8,0.1,-3.3,-0.8,-2.4,bad
395,-0.1,0.6,-0.5,1.3,-0.8,-0.1,-1.5,bad
396,2.8,-1.1,-1.6,1.0,0.4,0.6,1.6,good
397,0.5,-0.1,-2.9,3.6,-3.5,2.2,-0.9,bad
398,0.8,-1.6,0.9,3.3,3.1,0.9,-0.1,good
399,-1.0,2.6,-3.0,0.4,-0.6,3.6,4.4,bad
400,-1.5,-0.1,-1.8,0.6,2.1,-2.3,-1.6,good
401,1.3,-0.2,-2.8,2.6,1.2,-0.8,0.1,good
402,1.3,1.7,-1.0,-1.1,-0.5,0.2,0.1,good
403,-1.1,-0.8,-0.9,0.5,1.8,0.9,1.3,bad
404,-3.9,-0.9,-0.4,0.8,2.4,3.1,0.9,bad
405,0.8,-1.0,-0.6,0.7,-0.6,-0.7,0.2,good
406,1.1,0.0,1.0,-0.1,3.0,-2.1,3.4,good
407,0.8,-0.4,-0.3,1.7,-2.7,-2.0,-0.3,bad
408,1.9,-3.1,-0.4,2.2,1.0,3.5,-0.3,good
409,-1.5,1.7,-1.8,0.6,-0.2,0.2,0.8,bad
410,-0.4,-1.2,-3.0,0.8,-2.3,2.5,-1.1,bad
411,-1.3,-1.8,2.9,-0.5,2.1,2.3,-0.3,bad
412,-0.7,-5.2,4.4,3.2,1.2,2.5,3.1,good
413,-0.8,-1.7,-1.4,0.5,1.8,1.5,-3.1,bad
414,0.3,0.2,-2.4,1.6,-1.8,0.5,0.4,bad
415,-3.4,0.2,-0.5,1.4,0.5,2.9,-1.6,bad
416,0.3,2.0,-0.6,0.6,-0.1,-1.3,1.3,good
417,3.9,2.2,1.6,0.7,1.4,-1.3,5.0,good
418,0.1,-1.1,0.7,2.0,-2.1,0.4,1.5,bad
419,0.7,-4.9,-0.9,0.1,5.2,-1.5,1.4,good
420,-0.6,-2.6,1.4,1.1,0.5,1.6,-0.8,bad
421,-2.6,0.9,-2.3,-1.9,0.6,4.5,0.2,bad
422,2.9,-1.1,-1.8,4.2,1.0,2.0,0.9,good
423,-0.2,0.4,-1.1,0.5,0.3,1.0,-2.2,good
424,-3.6,-0.5,2.9,-1.1,1.0,-0.1,-2.1,good
425,-0.7,0.5,0.6,4.0,-1.6,0.8,-0.2,bad
426,-0.4,0.2,0.3,1.0,1.3,0.3,-1.9,good
427,-0.1,-1.0,0.6,1.8,1.2,-3.4,-0.7,good
428,2.8,-3.7,-0.6,4.1,1.5,2.8,2.2,good
429,-2.8,1.1,0.1,0.2,1.6,-0.6,-4.3,good
430,0.2,0.4,-5.1,2.7,-3.6,2.3,2.0,bad
431,-1.0,1.0,0.5,0.8,-1.7,-0.8,-1.8,bad
432,-2.1,-0.6,-0.3,0.3,2.3,0.6,-0.5,bad
433,2.1,-4.3,1.8,2.7,1.3,2.9,2.7,good
434,1.2,0.3,-2.0,1.0,0.8,-1.4,-0.1,bad
435,0.1,-3.0,-2.4,2.6,-3.0,-0.5,-3.9,bad
436,1.4,0.7,-0.5,1.6,3.0,-2.3,3.6,good
437,-0.3,-0.6,0.2,1.3,0.0,-0.4,-0.6,bad
438,0.7,-2.9,0.1,1.0,-3.7,-1.0,-2.9,bad
439,-1.4,0.1,-2.3,2.5,-3.2,-0.4,-0.0,bad
440,-1.3,-0.3,-0.5,1.8,1.0,0.2,-0.7,good
441,-0.9,-2.6,-0.8,2.8,-4.9,-0.2,-1.3,bad
442,-1.8,-0.3,0.8,-0.4,3.5,-0.7,-4.4,good
443,0.2,0.4,-0.4,2.3,2.0,0.1,0.0,good
444,0.5,2.0,1.4,-0.4,0.9,-2.0,3.5,good
445,-0.9,0.3,-0.3,1.8,0.8,-2.9,0.4,good
446,-1.5,-2.0,-0.2,2.1,0.3,1.0,3.2,bad
447,-2.2,-2.0,0.8,2.1,3.3,-0.2,-2.0,good
448,-2.6,-1.4,-4.4,0.9,-0.1,4.1,-2.8,bad
449,2.2,-2.9,0.2,2.6,-1.8,-1.6,-2.0,bad
450,-3.1,-1.9,2.3,1.9,3.0,0.5,2.1,good
451,-2.4,-2.8,1.2,-0.7,0.4,2.7,-2.9,bad
452,-0.8,-0.2,-0.0,-0.3,1.2,1.3,-1.7,good
453,1.5,-0.2,-1.9,0.8,1.1,-0.0,2.6,good
454,-1.3,-2.6,3.0,0.5,0.3,1.3,0.0,good
455,0.3,-4.1,3.6,-0.7,-1.1,3.7,1.2,good
456,-0.1,2.1,-2.4,1.5,-1.1,2.3,1.1,good
457,-1.2,-2.3,-0.9,1.4,-4.9,1.1,-0.8,bad
458,-2.7,1.3,-0.2,1.5,2.9,-1.6,-2.3,good
459,-0.6,-1.7,-2.3,0.6,3.7,1.8,2.0,bad
460,-0.4,-0.2,-0.4,2.1,-1.2,-0.4,0.5,bad
461,-0.1,1.4,-0.3,1.4,2.1,-2.8,2.0,good
462,-3.8,0.7,1.4,-1.0,2.1,-0.3,-1.3,good
463,0.1,-1.4,0.1,1.8,0.0,2.7,2.5,good
464,-1.7,0.2,-0.4,0.0,-0.3,-0.6,-1.8,bad
465,0.9,-2.6,-0.1,4.3,-0.8,-2.4,-0.1,good
466,-1.0,-2.9,-0.5,1.6,2.4,-2.5,1.4,good
467,-0.8,-1.3,1.7,0.5,-1.4,1.6,-1.4,good
468,-0.1,0.4,1.5,1.5,-2.8,-1.2,2.6,bad
469,-3.2,-1.8,1.5,0.1,2.5,0.8,1.7,bad
470,-0.6,-1.7,-1.7,1.7,-0.2,-1.1,0.2,good
471,0.6,-0.6,-2.0,1.3,-2.3,1.2,0.4,bad
472,0.4,1.6,-1.6,1.3,-3.2,-0.3,-1.8,good
473,0.4,-1.9,-0.5,1.5,-4.2,-0.4,-0.8,bad
474,1.7,1.8,-1.4,0.2,0.2,-0.0,2.3,good
475,-0.7,-4.7,-0.3,0.4,-2.2,2.3,-4.2,bad
476,2.4,-2.0,-1.0,1.0,0.5,3.2,-1.0,good
477,-2.5,-0.9,-0.9,0.9,1.4,2.9,0.4,bad
478,2.6,-0.2,-1.6,-0.8,1.9,0.3,0.5,good
479,1.6,-1.4,-0.6,0.8,-0.8,3.1,1.0,good
480,1.8,-1.7,-0.6,2.5,1.9,1.5,-1.1,good
481,2.0,-0.7,0.1,1.2,-1.4,3.0,2.5,good
482,-0.4,1.2,-2.9,1.7,0.9,1.7,1.4,good
483,0.5,-3.0,-1.2,2.7,-0.0,-1.5,0.7,good
484,-5.2,3.3,-0.5,1.5,3.7,-2.8,-2.3,good
485,0.1,-0.3,-2.7,0.1,-1.9,1.3,-1.0,bad
486,-1.7,-1.4,-0.7,1.0,3.0,2.9,-0.4,bad
487,-4.6,0.2,3.8,1.5,2.8,-2.5,-1.8,good
488,-2.8,0.8,1.1,1.7,0.6,-0.7,2.3,bad
489,0.8,1.5,-2.7,1.4,0.3,0.9,2.0,bad
490,-1.7,-1.2,-2.2,-0.2,-2.5,2.2,-2.1,bad
491,-0.2,0.9,-3.0,3.1,-0.6,-1.2,-0.3,good
492,1.0,-4.0,1.4,4.1,3.3,1.1,0.8,good
493,0.2,0.1,-1.5,0.7,0.5,-1.3,-1.0,good
494,-2.0,0.6,-2.4,0.6,1.6,2.5,-0.2,bad
495,-2.6,1.5,0.1,1.2,1.5,-0.9,-2.9,good
496,-3.3,-1.8,3.4,1.1,2.8,-1.2,-1.9,good
497,-2.9,-0.9,1.9,-0.3,2.7,-0.0,-3.1,good
498,-1.9,1.6,-0.7,-0.3,-0.9,1.5,-1.0,good
499,0.2,-0.5,-0.4,2.2,1.2,-2.4,0.8,good
500,1.7,2.7,0.4,0.1,2.1,-1.7,3.6,good
501,-0.8,0.3,2.7,-1.8,-1.4,1.4,-2.0,good
502,-3.3,0.1,3.5,2.6,-2.1,-3.6,5.3,bad
503,-2.3,0.6,-1.3,1.7,0.8,1.0,-0.8,good
504,0.5,-2.1,1.7,1.5,0.9,1.1,0.8,good
505,-0.3,-0.8,-3.6,3.2,1.5,-1.6,-1.4,good
506,-2.1,-1.2,-0.8,3.8,1.0,0.7,0.0,good
507,-0.1,-2.1,-2.6,0.5,-0.3,0.4,0.3,good
508,-2.1,-2.2,-1.3,1.6,-0.7,4.1,-1.7,bad
509,2.1,-0.3,-1.0,3.4,1.3,-1.5,3.8,good
510,0.2,-1.6,-1.3,2.7,-2.8,-0.4,-0.5,bad
511,2.8,-1.0,-1.7,1.7,-0.0,0.7,3.5,good
512,3.5,-2.6,0.4,3.6,-3.3,-2.3,-0.3,bad
513,-0.5,0.1,-0.8,-0.3,-0.5,-0.1,-1.3,bad
514,0.9,0.9,-1.0,1.2,0.2,-1.1,-0.5,bad
515,2.7,-2.6,-1.6,2.3,2.2,-0.7,1.0,good
516,-2.6,-1.4,-0.8,1.5,-0.6,2.1,2.4,bad
517,1.5,-0.6,-1.8,1.5,-1.2,-0.4,-0.6,bad
518,0.3,-1.2,-3.1,3.6,-1.4,-0.8,-2.4,good
519,-0.9,0.2,-2.1,0.8,1.2,1.5,-0.7,bad
520,3.0,-1.4,-1.7,1.5,-1.5,1.0,0.3,good
521,0.3,0.1,-2.8,-0.1,-0.8,1.3,-0.9,bad
522,1.8,0.8,-2.5,-1.5,1.7,1.5,2.9,good
523,0.7,-2.1,-2.9,2.3,-1.9,1.4,-1.4,bad
524,-2.1,-0.3,-1.1,0.9,-1.5,-0.3,-1.6,bad
525,1.6,0.1,1.4,3.3,-1.8,-2.5,2.8,bad
526,1.3,-6.6,0.3,2.0,3.6,-2.1,1.9,good
527,1.2,-0.5,1.7,1.3,-0.6,-1.3,1.0,bad
528,0.1,0.4,-0.7,2.4,0.8,1.0,0.7,good
529,-0.2,-0.5,-2.7,0.7,2.9,3.1,-0.5,bad
530,1.8,-1.8,3.1,0.9,-1.2,-1.5,0.5,bad
531,-1.4,-0.2,-2.7,1.6,-1.7,2.5,1.3,bad
532,-2.7,-2.4,-2.3,-2.1,5.9,3.2,1.8,bad
533,0.4,-1.2,0.2,3.3,2.3,0.5,-0.4,good
534,0.6,-1.9,-4.3,1.5,0.6,4.1,0.3,bad
535,-1.6,-0.8,-0.2,0.8,0.4,1.7,-2.7,good
536,-0.7,-0.5,0.5,0.5,0.4,-3.1,4.1,bad
537,0.5,-0.1,-4.5,1.3,-1.9,3.2,1.0,bad
538,-3.3,1.6,2.9,-1.4,0.9,-1.4,-4.0,good
539,-2.5,-2.6,1.8,2.9,-0.1,-4.6,-0.1,good
540,0.1,-0.7,0.8,-0.6,0.6,1.9,-1.7,good
541,-2.1,-2.1,0.3,-0.0,-3.1,0.1,-2.9,bad
542,-0.2,-3.1,-0.5,0.6,0.2,-1.2,-0.5,good
543,-5.2,-0.8,5.6,2.2,0.8,-1.6,4.3,bad
544,-2.7,-0.0,0.5,-0.5,1.4,0.9,-2.8,good
545,-0.3,-0.6,-1.7,1.4,-1.8,1.1,-0.2,bad
546,-4.0,2.4,1.5,-1.8,-0.1,-1.0,-4.4,good
547,-2.1,0.8,0.8,1.5,0.4,-1.6,-0.1,bad
548,-2.3,0.2,-1.2,0.7,-0.0,2.5,0.8,bad
549,-1.5,-1.1,-4.7,-1.4,0.1,6.1,-2.0,bad
550,-2.3,-2.6,3.2,1.5,2.6,0.2,-0.2,good
551,0.9,-3.0,0.4,0.4,3.3,-1.8,2.8,good
552,0.2,-2.6,-1.9,1.5,-2.7,0.3,-3.0,bad
553,-1.5,0.5,-4.2,0.5,-0.7,0.9,-2.4,bad
554,-4.2,-1.0,1.0,-1.5,1.6,1.9,-3.1,bad
555,3.1,-1.7,-3.7,1.0,0.5,1.7,-0.5,good
556,2.7,-3.0,-0.9,0.3,3.8,-0.5,2.6,good
557,-1.4,1.1,0.8,-0.2,2.2,-0.8,-2.8,good
558,-1.3,-1.3,-1.1,0.6,1.6,1.8,-2.1,bad
559,2.1,-0.4,-0.9,1.0,1.7,1.8,-1.9,good
560,1.1,-0.3,-3.5,0.9,0.9,1.3,-1.5,bad
561,2.0,-5.9,-1.0,0.7,1.2,-0.2,-1.4,good
562,0.3,-0.8,0.9,-0.2,-0.8,2.2,0.4,good
563,1.5,-1.7,0.7,3.1,-0.7,-1.3,0.1,bad
564,-0.5,-1.0,2.2,2.9,2.1,0.2,0.6,good
565,0.8,-1.3,-1.4,1.8,-1.0,1.1,-0.4,bad
566,-2.2,0.6,-2.3,-1.2,0.8,3.0,-0.9,bad
567,1.2,-1.6,1.1,1.5,-1.0,1.7,-1.4,good
568,0.1,-1.9,-0.3,1.7,-1.2,0.4,-1.2,bad
569,-0.3,-1.4,1.2,1.0,1.1,1.0,-1.5,good
570,4.0,0.4,-1.3,-1.4,4.3,0.6,4.9,good
571,0.2,0.7,-3.1,-0.0,1.8,0.2,-0.9,bad
572,-2.9,2.2,-2.7,-1.1,-0.0,3.0,1.0,bad
573,3.5,-5.5,-1.5,-0.7,1.9,1.9,2.4,good
574,0.4,-4.4,3.9,1.6,3.3,1.1,-1.0,good
575,1.8,2.2,2.0,-1.9,0.4,-0.8,5.1,good
576,0.3,-0.4,-0.5,2.9,0.7,1.3,0.9,good
577,0.5,0.2,-2.3,-0.2,2.2,0.1,-0.7,bad
578,1.1,-0.3,-1.0,2.5,-1.4,-0.6,1.8,good
579,-3.2,1.7,-0.0,-1.2,0.6,-0.0,-3.0,good
580,-1.9,0.4,0.5,2.4,1.6,0.0,2.6,bad
581,2.8,-1.9,-5.4,-1.2,3.7,1.0,0.0,bad
582,2.3,-0.7,-2.1,2.0,2.1,0.6,-0.8,bad
583,2.9,-1.1,-1.8,2.3,0.9,-0.3,1.0,good
584,0.1,-1.9,1.3,-0.2,0.6,1.9,-0.6,good
585,-2.8,-0.7,-2.1,-0.0,0.7,4.5,-0.2,bad
586,-0.5,0.3,-1.4,1.2,0.2,2.1,1.0,good
587,-2.7,-1.3,-0.3,2.8,-2.9,1.8,2.7,bad
588,-2.1,-0.3,-1.1,3.1,-2.3,-1.9,-1.1,bad
589,-1.9,-1.2,-0.7,1.5,-1.1,0.4,-1.7,bad
590,1.6,-1.3,-2.0,1.6,0.3,0.3,-0.5,bad
591,-0.5,-0.6,0.6,-0.4,-0.3,1.9,-4.8,good
592,3.2,1.0,-0.5,0.7,-1.0,0.5,2.6,good
593,-2.1,-1.5,-0.3,1.1,1.2,1.4,3.0,bad
594,-1.3,0.4,1.7,0.3,0.4,-1.1,-0.1,bad
595,2.6,-1.6,-4.4,-1.1,3.4,0.6,0.9,bad
596,-0.8,-1.5,2.5,-0.3,3.5,-3.4,4.2,good
597,-2.4,-1.0,-0.3,-1.5,1.7,-1.9,0.1,good
598,0.1,0.3,2.1,1.3,1.4,-3.7,1.1,bad
599,-0.5,-0.4,0.7,3.3,1.5,0.7,2.0,good
600,-0.6,-2.5,2.8,0.8,0.3,1.6,-0.4,good
601,1.6,0.8,-4.5,0.9,-0.8,1.9,-0.0,good
602,0.4,-0.5,-0.9,0.2,-0.0,3.1,1.3,bad
603,0.3,-3.0,-1.6,2.6,0.4,-1.1,0.8,good
604,0.0,-0.9,-2.0,1.4,-1.2,-0.3,0.6,good
605,2.9,-4.4,-2.5,1.4,1.3,1.2,1.6,good
606,2.7,-1.7,-4.6,1.3,0.5,1.9,-0.4,bad
607,-0.6,1.2,-0.2,0.4,-1.5,-1.3,1.4,good
608,-0.6,-4.2,-1.4,1.1,2.5,-1.7,-0.4,good
609,1.1,1.4,-2.7,-0.9,-0.1,1.0,0.8,good
610,-1.0,-1.7,1.4,-0.3,-0.4,0.7,-1.7,bad
611,-1.6,-0.3,0.5,0.7,2.1,1.3,0.2,good
612,2.4,-3.3,0.2,-0.8,3.6,-0.2,3.6,good
613,-0.6,-2.0,-1.9,1.0,-1.4,0.8,-3.1,bad
614,-0.6,0.5,-0.9,-0.7,-3.5,0.4,0.5,bad
615,2.3,-1.2,-3.3,-2.0,3.4,1.9,2.2,good
616,1.7,-0.2,-1.6,2.6,-1.8,-0.3,1.4,bad
617,-1.2,-0.3,-0.6,2.1,-1.0,2.2,-0.8,bad
618,2.6,-0.7,-5.1,1.2,0.5,1.8,-1.7,good
619,-2.3,-0.2,0.0,0.7,1.7,0.2,2.7,bad
620,-1.1,-1.9,2.5,0.4,-1.1,-0.0,-0.7,bad
621,-1.0,-4.2,-1.7,1.5,-1.3,2.6,-4.0,bad
622,0.6,-2.5,-2.7,-0.4,3.6,1.9,1.3,bad
623,-0.6,-0.7,-1.7,0.4,1.0,1.1,0.7,bad
624,0.6,1.3,-3.2,3.8,0.4,1.4,0.8,good
625,-0.3,-2.3,2.2,1.4,1.6,0.9,-1.5,good
626,-3.2,-3.3,1.8,1.2,3.0,0.6,3.3,bad
627,2.2,-2.7,-1.4,2.2,2.9,-1.3,1.7,good
628,-3.4,-1.9,4.2,-0.6,0.4,1.0,0.2,good
629,-0.2,0.0,-0.3,0.9,-0.6,1.3,-0.2,good
630,-0.8,-1.1,1.7,1.1,2.6,-1.5,2.9,bad
631,0.2,-0.7,-2.3,1.1,-1.0,2.0,0.1,bad
632,-0.1,-1.8,-0.1,3.1,0.4,2.0,2.2,good
633,-0.2,-0.6,0.4,0.9,1.5,-2.0,3.0,bad
634,5.9,0.8,-0.6,0.8,3.1,0.7,6.7,good
635,-1.7,0.4,2.1,1.6,-1.4,0.3,-1.6,bad
636,-2.0,-1.5,0.3,2.2,-1.1,0.6,1.8,bad
637,0.5,-1.0,-4.0,0.1,2.7,2.6,0.2,bad
638,-0.3,-1.0,0.6,0.9,-2.3,0.4,0.6,bad
639,-3.7,0.9,0.8,-1.7,0.5,1.0,-3.7,good
640,-1.4,0.3,-0.5,-0.5,0.4,2.3,0.6,bad
641,-0.2,-1.6,2.2,1.5,0.1,0.2,0.4,bad
642,-0.2,0.2,-0.5,4.3,-3.1,0.5,-2.1,bad
643,0.0,-0.6,1.0,2.8,3.7,-4.4,2.7,good
644,-2.6,-1.2,1.0,1.5,-0.2,0.2,3.5,bad
645,2.7,-0.3,0.8,3.0,-1.1,-2.4,1.9,bad
646,-2.0,-0.3,0.8,-0.5,-0.1,1.0,-0.6,bad
647,0.1,-0.4,-1.3,0.6,-2.1,3.1,-0.8,good
648,0.6,-0.9,-0.6,1.1,-0.5,-1.2,-2.0,bad
649,-2.7,-1.6,3.8,2.1,1.8,-0.5,1.1,good
650,-2.4,-2.3,2.6,2.5,2.6,0.1,-0.2,good
651,0.4,-2.1,-1.1,3.4,4.4,-2.9,3.3,good
652,-0.1,-2.0,-0.3,1.7,-2.5,-1.2,-2.5,bad
653,-0.1,-2.6,4.4,-0.8,-1.0,2.0,-0.7,good
654,-0.3,-1.5,-1.7,1.7,0.0,2.6,-1.0,bad
655,-4.2,-1.5,2.0,1.7,-1.2,0.3,3.3,bad
656,1.5,-0.3,-1.9,2.7,-0.1,0.3,0.3,bad
657,-4.1,-0.4,2.2,2.4,-2.2,1.2,-0.3,bad
658,-0.1,0.3,-1.7,3.0,-1.5,-1.1,0.6,bad
659,-0.1,1.1,0.3,0.6,1.5,-3.3,0.5,bad
660,-0.9,-1.2,1.4,1.6,0.3,1.5,-0.1,good
661,-0.9,-1.2,-0.9,-0.2,1.1,1.2,0.5,bad
662,-2.0,-0.9,1.0,0.8,1.2,1.2,-2.4,good
663,-0.4,1.2,-1.6,2.3,-5.8,-1.3,2.6,bad
664,2.0,-0.5,-4.8,0.8,2.1,3.1,-0.8,bad
665,0.3,-3.5,1.2,2.8,1.5,2.5,1.6,good
666,0.2,2.5,-2.3,1.7,-1.2,-1.0,-0.6,good
667,-2.4,-0.3,-3.6,-1.6,-0.1,5.3,-1.2,bad
668,1.5,-2.8,1.0,1.5,-1.4,3.6,0.4,good
669,1.4,-0.4,-0.8,1.6,1.6,-1.9,2.6,bad
670,-3.2,-0.6,0.3,0.6,3.4,1.2,3.1,bad
671,2.1,-0.6,-1.2,0.5,-0.2,0.7,2.5,good
672,1.4,4.4,-2.6,2.1,-2.6,-0.0,0.2,good
673,-2.4,0.4,-1.6,-1.2,1.1,4.4,0.5,bad
674,1.6,0.9,-1.0,3.2,3.5,-2.9,2.6,good
675,1.8,1.6,-0.8,-0.1,-0.4,-0.3,0.1,good
676,0.5,-2.1,1.1,1.5,-5.7,-2.6,-1.5,bad
677,-2.9,0.4,-0.2,0.4,0.8,1.1,0.0,good
678,-0.1,1.7,-3.2,1.9,0.0,1.8,-2.6,bad
679,-0.7,-3.4,1.8,2.7,2.7,1.1,0.5,good
680,2.0,-0.2,0.2,0.9,-2.4,0.4,2.6,bad
681,-0.1,0.5,-0.2,2.6,-1.1,-2.1,1.1,good
682,-0.4,-0.4,0.0,-0.4,1.7,-1.3,0.4,bad
683,0.9,-3.1,0.7,2.6,2.2,-2.8,1.4,good
684,-3.8,-1.8,0.5,0.6,1.5,2.3,2.1,bad
685,-1.2,-0.3,-0.4,0.7,-2.0,0.8,0.4,bad
686,-4.0,-1.5,1.3,0.3,1.9,0.7,2.4,bad
687,-0.5,-1.2,2.3,1.4,1.4,-0.5,-2.3,good
688,-2.4,1.9,-1.0,0.4,-1.6,-1.9,-0.6,bad
689,-0.1,-0.8,-0.9,-1.1,2.3,-1.0,-0.1,good
690,-4.0,-0.1,3.0,2.1,1.5,0.0,2.5,bad
691,-3.6,-1.3,-0.8,0.5,1.8,3.4,1.5,bad
692,-0.9,1.3,-0.2,-1.7,-0.2,1.3,-3.3,good
693,1.2,-0.8,-0.7,-1.0,-0.0,-0.6,-2.1,good
694,1.6,-1.2,-2.7,0.3,-0.7,0.5,-1.4,bad
695,-3.0,-1.4,-1.1,0.9,1.7,1.4,3.8,bad
696,-0.6,-1.6,-2.0,2.0,-0.5,-0.0,-3.0,bad
697,-1.1,-0.0,0.9,-0.1,2.6,-0.6,-3.8,good
698,-0.2,1.1,-2.3,0.8,1.6,0.8,-2.5,good
699,-0.8,-0.5,2.2,-0.2,1.3,0.6,-1.5,good
700,-2.7,2.1,-1.4,-0.5,-0.5,2.2,2.0,bad
701,0.3,-0.4,-2.9,0.0,4.1,0.5,1.3,bad
702,0.8,-0.6,-3.3,1.5,1.5,2.0,-1.2,bad
703,1.1,0.4,-0.5,2.2,-2.0,0.1,2.9,bad
704,-3.2,2.2,-1.0,0.5,2.4,-1.5,-2.8,good
705,1.8,-0.0,-0.6,1.5,-0.1,-0.6,1.3,good
706,-2.9,-2.8,0.4,-0.0,0.9,3.6,-2.3,bad
707,-0.2,1.2,-0.5,-0.4,1.2,-1.2,2.8,good
708,-1.4,2.2,-0.5,-1.1,-1.7,1.1,-2.9,good
709,0.0,1.2,0.7,2.2,-1.4,-3.2,2.4,bad
710,-2.5,-3.1,1.1,-0.3,0.2,1.8,-3.8,bad
711,2.3,2.1,-0.9,0.7,-0.4,-2.7,-2.4,bad
712,-3.9,-1.3,-0.9,2.5,-0.9,2.7,3.6,bad
713,-0.4,0.5,-1.0,1.0,0.4,0.5,0.6,bad
714,-3.7,0.6,2.2,1.4,2.4,-1.3,-0.5,good
715,1.1,1.5,-0.7,-1.1,-1.8,0.8,2.1,good
716,3.3,-2.2,-0.4,0.4,1.8,0.2,2.7,good
717,0.3,-0.4,-0.2,2.0,0.3,-1.9,3.7,bad
718,0.4,-3.9,1.4,0.9,-2.5,1.0,-2.2,bad
719,-1.3,0.3,0.6,1.7,0.4,-3.3,0.4,good
720,-2.8,0.9,-3.1,0.0,-3.3,4.2,2.1,bad
721,-3.0,-1.5,-0.0,0.1,4.0,1.1,2.9,bad
722,-0.7,-2.9,2.6,1.6,1.4,1.7,-0.4,good
723,1.6,-0.7,0.1,1.1,1.9,0.9,-2.3,good
724,-0.7,-0.4,1.7,-1.6,-0.5,1.4,-4.2,good
725,1.2,-1.4,-1.0,0.8,-0.3,0.9,-1.2,bad
726,-1.8,0.3,-0.1,1.3,0.0,0.1,0.2,bad
727,-0.1,-3.1,-3.8,0.3,2.0,3.9,0.7,bad
728,-0.0,-2.8,0.4,2.8,-2.2,-1.2,-2.2,bad
729,0.2,0.3,-0.7,2.0,-1.4,0.5,-3.8,bad
730,-0.4,-1.9,-1.9,-2.1,2.6,-0.3,-1.0,good
731,0.8,-1.2,-0.7,2.0,-0.2,2.1,-0.7,good
732,2.2,0.7,-3.2,3.8,-3.5,0.6,-1.5,good
733,-0.5,-1.9,3.1,2.6,2.9,-1.0,-2.3,good
734,-1.6,-1.8,2.1,0.4,1.6,0.6,-0.4,good
735,-1.3,0.4,0.6,0.9,1.8,0.6,-0.8,good
736,1.2,-2.2,-0.3,2.3,3.0,-2.4,2.0,good
737,-1.8,-0.0,0.2,1.1,2.4,1.0,0.4,bad
738,3.4,-0.6,0.7,-1.8,4.0,-0.3,3.9,good
739,-1.8,0.3,1.8,1.4,1.0,-0.8,0.5,bad
740,-2.2,-0.0,0.0,1.7,2.1,-0.8,-3.1,good
741,0.1,-0.2,-1.4,4.5,-1.1,-2.4,0.0,good
742,-3.4,-0.2,-0.0,-0.1,1.5,0.7,3.5,bad
743,0.8,-0.7,-1.5,1.0,0.5,1.2,-1.3,bad
744,0.1,-2.4,1.3,1.1,-0.4,0.8,-1.0,bad
745,-0.0,-0.6,0.8,-0.5,-1.1,1.5,-2.8,good
746,-5.2,-4.1,1.3,0.2,4.2,3.1,5.1,bad
747,0.5,-0.8,-2.1,-0.2,0.7,0.3,-1.8,bad
748,-0.4,-2.0,0.9,0.6,1.7,1.4,-3.0,good
749,0.6,-0.6,-1.3,2.1,1.5,-1.6,2.0,good
750,2.3,-1.7,-0.8,3.0,-3.7,-1.4,0.3,bad
751,0.5,-2.6,-3.3,1.9,0.3,0.0,-1.5,good
752,-0.9,-2.0,0.4,-1.7,1.1,-1.3,0.5,good
753,1.4,-4.9,2.7,2.2,1.9,2.7,1.0,good
754,2.1,1.2,-3.9,2.0,-1.2,1.1,2.4,bad
755,-2.5,-1.2,-0.4,0.4,1.3,1.8,0.9,bad
756,-1.3,-0.2,-1.6,2.0,-0.3,0.4,-0.5,bad
757,-4.2,-1.4,1.0,2.7,-1.5,2.0,2.2,bad
758,0.7,-1.2,-0.4,2.2,1.0,1.9,-2.1,good
759,2.4,-0.4,-1.9,0.3,2.3,0.2,3.0,good
760,-0.3,-1.0,0.6,-0.0,0.6,-1.7,0.7,good
761,4.0,-3.3,-2.4,2.6,1.5,0.3,-0.2,good
762,-1.2,-1.6,3.8,-0.9,0.4,0.8,-0.9,good
763,-0.5,1.0,-1.6,0.5,-0.9,-1.0,-1.6,good
764,-2.8,-0.9,0.3,0.7,2.2,1.0,-1.2,good
765,0.8,-2.3,0.2,3.0,2.1,1.4,-0.9,good
766,-2.6,-1.0,0.9,1.5,2.9,-0.7,-1.1,good
767,-0.1,0.4,-0.5,-0.5,2.8,-2.1,0.2,bad
768,0.8,-0.3,-2.6,1.0,-0.2,-0.2,0.7,bad
769,2.0,1.5,-1.3,0.1,2.8,-2.7,-0.5,bad
770,0.6,1.9,-0.5,1.2,-0.3,-1.3,2.6,good
771,1.0,-1.2,-0.1,1.0,2.2,-1.8,1.6,good
772,-1.9,-1.7,-0.8,1.5,1.8,1.4,2.2,bad
773,-2.1,-0.2,-0.6,2.9,-2.3,2.3,-1.3,bad
